split_strategy,test_row_count,roc_auc,accuracy,precision,recall,f1
time_holdout,41453,0.9616299088804493,0.9013099172556872,0.9505082657357018,0.9130391899000526,0.9313970452601747
future_unseen_companies,2245,0.9537727645611156,0.9046770601336303,0.9063643013899049,0.9350943396226415,0.9205052005943536
