split_strategy,test_row_count,roc_auc,accuracy,precision,recall,f1
time_holdout,41453,0.7676953600478369,0.7720550985453405,0.8018311116229523,0.9156365071015256,0.854963238115704
future_unseen_companies,2245,0.6064495488105004,0.6249443207126949,0.6172899465760078,0.9592452830188679,0.7511820330969267
